,Question Title,Question,Tags,Question_User_Id,Answer_User_Id,Topic_key_word
51,How to fix &quot;Failed prop type: The property `spacing` of `grid` must be used on `container`?,"<p>I am currently working on a project in which I utilize React and the Material-UI framework. However, after using grid an error pops up saying:</p>

<pre><code>checkPropTypes.js:20 Warning: Failed prop type: The property `spacing` of `Grid` must be used on `container`.
    in WithStyles(ForwardRef(Grid)) (created by NavBar)
    in NavBar (created by Root)
    in Root
</code></pre>

<p>I have already checked all of my code and the Grid container does use the <code>spacing</code> prop.
I have also tried removing spacing from Grid item and this causes more errors.</p>

<pre><code>&lt;BrowserRouter&gt;
      &lt;AppBar position=""static""&gt;
        &lt;Toolbar style={navStyle}&gt;
          &lt;Grid
            justify=""space-between""
            container
            spacing={10}
          &gt;
            &lt;Grid
              item
              spacing={2}
            &gt;
...
</code></pre>

<p>Everything is showing up on the screen properly, however; this error still pops up. I am unsure how to fix this and would love to learn!</p>
","reactjs,grid,material-ui,console.log",57031580,0,1
52,Adding WKInterfaceTimer to SwiftUI,"<p>How to add WKInterfaceTimer to SwiftUI ? Anyone who already did it ?
There is no init for WKInterfaceTimer how to do it ?</p>
","swiftui,watchos",56943817,0,2
53,Error in yaml code could not find expected &#39;:&#39;,"<p>yaml code</p>
<pre class=""lang-yaml prettyprint-override""><code>- hosts: all

  tasks:
  #Import Remi GPG key - see: http://rpms.famillecollet.com/RPM-GPG-KEY-remi
  wget http://rpms.famillecollet.com/RPM-GPG-KEY-remi \ -O /etc/pki/rpm-gpg/RPM-GPG-KEY-remi
  rpm --import /etc/pki/rpm-gpg/RPM-GPG-KEY-remi
 #Install Remi repo
  rpm -Uvh --quiet \
    http://rpms.famillecollet.com/enterprise/remi-release-6.rpm
</code></pre>
<p>Install EPEL repo.</p>
<pre><code>yum install epel-release
</code></pre>
<p>Install Node.js (npm plus all its dependencies).</p>
<pre><code>yum --enablerepo=epel install node
</code></pre>
<p>I am getting following error when compiling: <code>ERROR! Syntax Error while loading YAML.</code></p>
<blockquote>
<p>The error appears to have been in '/home/shahzad/playbook.yml': line
7, column 3, but may be elsewhere in the file depending on the exact
syntax problem.</p>
</blockquote>
<p>The offending line appears to be:</p>
<pre><code>  wget http://rpms.famillecollet.com/RPM-GPG-KEY-remi \ -O /etc/pki/rpm-gpg/RPM-GPG-KEY-remi
  rpm --import /etc/pki/rpm-gpg/RPM-GPG-KEY-remi
  ^ here
</code></pre>
<pre><code>exception type: &lt;class 'yaml.scanner.ScannerError'&gt;
exception: while scanning a simple key
  in &quot;&lt;unicode string&gt;&quot;, line 6, column 3
could not find expected ':'
  in &quot;&lt;unicode string&gt;&quot;, line 7, column 3
</code></pre>
",ansible,57213484,0,3
54,Downloading file from MS teams programatically,"<p>Previously, I developed an application which downloaded a file from a corporate Sharepoint site and then performed some magic with it.</p>

<p>The powers that be have since migrated to MS Teams and I'm trying to update the application to use the new platform. However, I'm having all sorts of issues getting the file to download.</p>

<p>My old (working for Sharepoint) code uses a <code>WebClient</code> to retrieve the file based on credentials previously provided by the user:</p>

<pre><code>    private string GetSchedule(string username, string password, string domain)
    {

        string tempPath = Path.GetTempFileName().Replace("".tmp"", "".xlsm"");
        using (WebClient client = new WebClient())
        {
            client.Credentials = new NetworkCredential(username, password, domain);
            try
            {
                client.DownloadFile(_networkSchedulePath, tempPath);
            }
            catch (WebException e)
            {
                if (e.Message.Contains(""401""))
                {
                    StatusUpdated?.Invoke(this, new EventArgs&lt;string&gt;(""Invalid Credentials Provided""));
                    Finished?.Invoke(this, null);
                    return null;
                }
                if (e.Message.Contains(""404""))
                {
                    StatusUpdated?.Invoke(this, new EventArgs&lt;string&gt;(""File Not Found""));
                    Finished?.Invoke(this, null);
                    return null;
                }
                else
                {
                    StatusUpdated?.Invoke(this, new EventArgs&lt;string&gt;(e.Message));
                    Finished?.Invoke(this, null);
                    return null;
                }
            }
        }
        return tempPath;
    }
</code></pre>

<p>However, when I use this with the new teams link I'm getting a <code>403 Forbidden</code> error. So is there any way to programmatically retrieve a file from MS Teams?</p>
","c#,sharepoint,microsoft-teams",56833417,56974044,1
55,How to convert Assets Images &amp; Icons to PdfImage in flutter using dart_pdf,"<p><a href=""https://github.com/DavBfr/dart_pdf"" rel=""noreferrer"">Used Library: dart_pdf</a> After searching I found the same issue in <a href=""https://github.com/DavBfr/dart_pdf/issues/15"" rel=""noreferrer"">GITHUB</a> but unable to resolve the issue. I tried this but blurry image appears. Please help!!</p>

<pre><code>  ByteData data = await rootBundle.load('assets/test.jpg');
  var codec = await instantiateImageCodec(data.buffer.asUint8List());
  var frame = await codec.getNextFrame();

  var imageBytes = await frame.image.toByteData();
  PdfImage assetImage = PdfImage(pdf.document,
      image: imageBytes.buffer.asUint8List(), width: 86, height: 80);
</code></pre>

<p><strong>Rendered Image:</strong></p>

<p><a href=""https://i.stack.imgur.com/B5swk.jpg"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/B5swk.jpg"" alt=""enter image description here""></a></p>
","pdf,flutter,dart,pdf-generation,flutter-layout",56896905,56902076,3
56,How to get the maximum and minimum values of a given type,"<p>How does one get the maximum and minimum values of a Number type like an Integer or a Float?</p>

<pre><code>max_value(Int)
</code></pre>
",julia,57284696,0,1
57,slow Inference time for Neural Net,"<p>I have written a simple Fully connected Neural Network in Pytorch. I saved the model and loaded it in C++ using LibTorch but my inference time is pretty slow for my application field. Inference time right now is about 10 ms. Is it normal or am I doing something wrong?</p>

<p>I measured the inference time on python only first. then to maybe make it faster I loaded the network on C++ but it didn't help.</p>

<p>Here is the code for network </p>

<pre><code>class network(nn.Module):
    def __init__(self):
        super(network,self).__init__()
        input_nodes = 362
        hidden_nodes1 = 50
        hidden_nodes2 = 30
        output_nodes = 1

    self.fc1 = nn.Linear(input_nodes,hidden_nodes1)
    nn.init.xavier_uniform_(self.fc1.weight)
    self.bn1 = nn.BatchNorm1d(num_features=hidden_nodes1)

    self.fc2 = nn.Linear(hidden_nodes1,hidden_nodes2)
    nn.init.xavier_uniform_(self.fc2.weight)
    self.bn2 = nn.BatchNorm1d(num_features = hidden_nodes2)

    self.fc3 = nn.Linear(hidden_nodes2,output_nodes)
    nn.init.xavier_uniform_(self.fc3.weight)

    self.out_act = nn.Sigmoid();

def forward(self,X):
    X = F.relu(self.bn1(self.fc1(X)))
    X = self.fc2(X)
    X = F.dropout2d(X,p=0.3)
    X = F.relu(X)
    X = self.fc3(X)
    out = self.out_act(X)
    return out
</code></pre>

<p>I want inference to somewhat take around 0.01 milliseconds.</p>
","python,machine-learning,pytorch,libtorch",57012213,0,1
58,Flutter Mobx There are no observables detected in the builder function,"<p>Hi I got simple obseverable for testing loading state.</p>

<pre><code>abstract class _AccountStore with Store {
  @observable
  bool loadingButtonStatus = false;


  @observable
  bool get loading =&gt; loadingButtonStatus;


  @action
  Future updateAccount(formData) async {
    loadingButtonStatus = true;

    Future.delayed(Duration(milliseconds: 2000)).then((future) {
      loadingButtonStatus = false;
    }).catchError((e) {
      loadingButtonStatus = false;
      print(e);
    });
  }
}
</code></pre>

<p>here is my widget</p>

<pre><code>AccountStore store = AccountStore();

Observer(
  name: 'loading_button',
  builder: (_) =&gt; LoadingButton(
        loading: store.loading,
        text: Text('Save'),
        onPressed: () {
          store.updateAccount({});
        },
))
</code></pre>

<p>But everytime i run the code it always return me: <code>There are no observables detected in the builder function</code></p>

<p>I've tried changed use <code>store.loadingButtonStatus</code> still the same.</p>

<p>any solution?</p>

<p>thanks.</p>
","flutter,mobx",57042000,0,1
59,mat-select value dosen&#39;t work with formControlName,"<p>I am using mat-select ,I need to set default value for it. It works but After adding formControlName to it, its default value is not displayed.</p>

<p>I tried [(ngModel)] and [(value)] , and ""mat-autocomplete""</p>

<pre><code>&lt;mat-form-field&gt;
 &lt;mat-select placeholder=""پیش نمایش"" 
   formControlName=""lesson"" 
     [value]=""free_demo""
      (selectionChange)=""onSelectDemo(i)""&gt;
      &lt;mat-option [value]=""demo.id""
       *ngFor=""let demo of demos[i]""&gt;
        {{ demo.title }}
       &lt;/mat-option&gt;
   &lt;/mat-select&gt;
</code></pre>

<p></p>
","angular,angular-material",56882657,56883188,1
60,how to create a conditional break point in ipdb,"<p>I am using python version 3.7.1 in spyder.</p>

<p>When I run a script and I need to debug I simply enter the line below the line before where an error happens.</p>

<blockquote>
  <p>breakpoint()</p>
</blockquote>

<p>So far for my basic needs this has been sufficient. I can see the current values of the variables or type commands in the ipdb> command line section.</p>

<p>However I can't work out how to use a conditional break point? I have tried reading various sites but don't quite understand what I need to do. They also tend to mention pdb not ipdb. How can I use a conditional break point?</p>
","python,ipython,spyder",56908383,0,3
61,Cannot add viewport Unreal C++,"<p>I'm trying to add a blueprint viewport through c++.
I keep getting errors that there is no overloaded instance for function
CreateWidget even though I've been following this
<a href=""https://wiki.unrealengine.com/UMG,_Referencing_UMG_Widgets_in_Code"" rel=""nofollow noreferrer"">https://wiki.unrealengine.com/UMG,_Referencing_UMG_Widgets_in_Code</a></p>

<p>// HUD.h</p>

<pre><code>// Copyright 1998-2018 Epic Games, Inc. All Rights Reserved.

#pragma once 

#include ""CoreMinimal.h""
#include ""GameFramework/HUD.h""
#include ""ZombieHUD.generated.h""

UCLASS()
class AZombieHUD : public AHUD
{
    GENERATED_BODY()

public:
    AZombieHUD();

    /** Primary draw call for the HUD */
    virtual void DrawHUD() override;

    UPROPERTY(EditAnywhere, BlueprintReadWrite, Category = ""Widgets"")
    TSubclassOf&lt;class UUserWidget&gt; wCrossHairWidget;

    UUserWidget* CrossHairWidget;

private:
    /** Crosshair asset pointer */
    class UTexture2D* CrosshairTex;

};


</code></pre>

<p>// HUD.cpp</p>

<pre><code>// imports
#include ""ZombieHUD.h""
#include ""Engine/Canvas.h""
#include ""Engine/Texture2D.h""
#include ""TextureResource.h""
#include ""Blueprint/UserWidget.h""
#include ""CanvasItem.h""
#include ""UObject/ConstructorHelpers.h""

...

void AZombieHUD::DrawHUD()
{
    Super::DrawHUD();
    if (wCrossHairWidget) {

        auto name = FName(TEXT(""CH""));
        CrossHairWidget = CreateWidget&lt;UUserWidget&gt;(this, wCrossHairWidget, name);
        if (CrossHairWidget)
        {
            CrossHairWidget&gt;AddToViewport();
        }
    }
}
</code></pre>

<p>What am I doing wrong here?</p>
","c++,unreal-engine4",57244459,0,3
62,Why keras use &quot;call&quot; instead of __call__?,"<p>I fond the following code in (<a href=""https://www.tensorflow.org/tutorials/eager/custom_layers"" rel=""noreferrer"">https://www.tensorflow.org/tutorials/eager/custom_layers</a>)</p>

<pre><code>class MyDenseLayer(tf.keras.layers.Layer):
  def __init__(self, num_outputs):
    super(MyDenseLayer, self).__init__()
    self.num_outputs = num_outputs

  def build(self, input_shape):
    self.kernel = self.add_variable(""kernel"",
                                shape=[int(input_shape[-1]),
                                       self.num_outputs])

  def call(self, input):
    return tf.matmul(input, self.kernel)
</code></pre>

<p>The last two lines is call method, while it does not like usual python class method  <strong>call</strong> with two underlines. Is any differences between those? </p>
","tensorflow,keras",57103604,59407927,3
63,pip how to remove incorrectly installed package with a leading dash: &quot;-pkgname&quot;,"<p>typing <code>pip freeze</code> I noticed the following warning on top of the list:</p>

<blockquote>
  <p>WARNING: Could not parse requirement: -atplotlib</p>
</blockquote>

<p>So I checked the installed packages using: <code>pip list</code>
And, indeed the following is considered a package:</p>

<pre><code>    Package         Version
    --------------- -------
    -atplotlib      3.0.3
</code></pre>

<p>I assume I probably had a typo when installing/upgrading matplotlib, which led to the aformentioned ""package"" being installed.</p>

<p>Unfortunately I am not able to remove it as typing</p>

<pre><code>pip uninstall -atplotlib
</code></pre>

<p>is read as a command and returns the following error:<code>no such option: -a</code>.
Any suggestion on how to proceed?</p>

<h2>EDIT</h2>

<p>I found the following folders:</p>

<blockquote>
  <p>C:\Users\name\Anaconda3\Lib\site-packages\~atplotlib</p>
  
  <p>C:\Users\name\Anaconda3\Lib\site-packages\~atplotlib-3.0.3-py3.7.egg-info</p>
</blockquote>

<p>Is it safe (and sufficient) to remove them?</p>
","python,pip",56973015,56985082,3
64,How to change swagger-ui.html default path,"<p>I wanna change my <strong>swagger-ui</strong> path from <code>localhost:8080/swagger-ui.html</code> to
<code>localhost:8080/myapi/swagger-ui.html</code> in <code>springboot</code> 
redirect is helpless to me</p>
","spring-boot,swagger-ui,swagger-2.0",57193286,0,2
65,GSM SIM800C text to speech audio stream,"<p>I have <a href=""https://www.banggood.com/USB-to-GSM-Serial-GPRS-SIM800C-Module-With-Bluetooth-Sim900a-Computer-Control-Calling-With-Antenna-p-1315614.html?rmmds=myorder&amp;cur_warehouse=CN"" rel=""nofollow noreferrer"">this USB-to-GSM Serial-GPRS-SIM800C module</a> and I have successfully been able to send AT commands to it and do stuffs, but what I really wanted was Text to speech capabilities, I was able to generate an AMR audio file, upload it unto the module's internal memory and play it whenever some one calls.</p>
<p>But the message heard by caller's is going to be dynamic and TTS will run realtime, so the uploading process of the audio file into the module will cause undesirable delay, is there any way I could stream some audio through the module?</p>
<p>Thanks.</p>
","text-to-speech,audio-streaming,gsm,sim800",56909155,0,3
66,biomod2 not plotting data,"<p>I am trying to run an elementary species distribution model, and <code>biomod2</code> is not plotting my presence data. I can attempt to recreate the problem here, but obviously I am unable to upload the tif file I am working with. To test it, I simply created a matrix of longitude/latitude values corresponding to a straight vertical line in Colombia, as follows:</p>
<pre><code>tmp &lt;- seq(-1,10,0.01) # latitude
tmp2 &lt;- rep(-75,length(tmp)) # longitude
testVec &lt;- cbind(tmp2,tmp)
myRespXY &lt;- testVec
</code></pre>
<p>These are the coordinates of my presence data. I then <em>only</em> use presence data, so I have</p>
<pre><code>myResp &lt;- as.numeric(rep(1,nrow(myRespXY)))
</code></pre>
<p>Then, using the formatting function for <code>biomod2</code>,</p>
<pre><code>myBiomodData &lt;- BIOMOD_FormatingData(resp.var = myResp, # presence data (all 1's)
                                 expl.var = myExpl, # RasterStack
                                 resp.xy = myRespXY, # coordinates of presences, corresponding to a vertical line in Colombia
                                 resp.name = myRespName) # name of species
plot(myBiomodData)
</code></pre>
<p><img src=""https://i.stack.imgur.com/m8AXL.png"" alt=""map"" /></p>
<p>What am I doing wrong? <code>biomod2</code> is reading the presences, and sometimes it will plot a few points, but it doesn't plot most of them. How can I get the output to plot all of the presence data?</p>
","r,bioinformatics",56992347,0,3
67,PYTHON 3x Pyaudio not installing,"<p>I have been trying to install pyaudio using cmd on my windows pc which has a python 3x installed. the problem is that i have a microsoft c++ 14.0 installed but its still not installing.Showing error:</p>

<pre><code>error: Microsoft Visual C++ 14.0 is required. Get it with ""Microsoft Visual C++ Build Tools"": https://visualstudio.microsoft.com/downloads/
    ----------------------------------------
ERROR: Command errored out with exit status 1: 'c:\users\user\appdata\local\programs\python\python37-32\python.exe' -u -c 'import sys, setuptools, tokenize; sys.argv[0] = '""'""'C:\\Users\\user\\AppData\\Local\\Temp\\pip-install-sg1dypbc\\PyAudio\\setup.py'""'""'; __file__='""'""'C:\\Users\\user\\AppData\\Local\\Temp\\pip-install-sg1dypbc\\PyAudio\\setup.py'""'""';f=getattr(tokenize, '""'""'open'""'""', open)(__file__);code=f.read().replace('""'""'\r\n'""'""', '""'""'\n'""'""');f.close();exec(compile(code, __file__, '""'""'exec'""'""'))' install --record 'C:\Users\user\AppData\Local\Temp\pip-record-cu3rluqm\install-record.txt' --single-version-externally-managed --compile Check the logs for full command output.
</code></pre>
",python,57242361,0,3
68,Is Amazon DocumentDB capable of using gridFS,"<p>I am working with a client which needs grid-fs and wants to use a managed database service.  I am not familiar at all with amazon's DocumentDB and whether it is compatible with gridFS.  I could not find the question answered anywhere.</p>
","amazon-web-services,gridfs,aws-documentdb,aws-documentdb-mongoapi",56977072,57031073,1
69,Excel Match Index multiple criteria and multiple dates,"<p><a href=""https://i.stack.imgur.com/GlSAK.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/GlSAK.png"" alt=""enter image description here""></a></p>

<pre><code>=INDEX(D1:D6;MATCH(1;(E1=A1:A6)*(E2=B2:B6)*(DATEVALUE(MID(E3;1;10))&gt;=DATEVALUE(MID(C1:C6;1;10)));0))
</code></pre>

<p>I have an excel file that has prices per productId combination ( columns A and B ) and by effective dates. 
As you can see it may contain duplicates for the productId combination and they are valid only after the date has passed. 
This is the formula i came up with till now but it only works if the rows are sorted by A B and C ( especially C should be sorted descending). 
In the example i am expecting the correct result price to be 600.00 but it returns 200.00 . </p>

<p>I understand why this happens. But i don't know how to fix it and make it work correctly. 
Correctly means : </p>

<p>Give the product ids:
D318JV  00B6   </p>

<p>if effectiveDate >= 07/18/2019 00:00:00   =>  600.00</p>

<p>if effectiveDate between 07/07/2019 00:00:00  AND 07/18/2019    =>  400.00</p>

<p>if effectiveDate between 06/01/2019 00:00:00  AND 07/07/2019    =>  200.00 </p>

<p>if effectiveDate before 06/01/2019 00:00:00  => N/A  </p>

<p>Any help to make this formula work will be appreciated</p>
","excel,indexing,excel-formula,match,formula",56992150,0,3
70,Setting docker env var from build secret,"<p>Is there a way to set environment variables from the new docker <a href=""https://docs.docker.com/develop/develop-images/build_enhancements/"" rel=""noreferrer"">build enhancements</a>? </p>

<p>Have tried </p>

<pre><code>RUN --mount=type=secret,id=secret export SECRET=`/run/secrets/secret
RUN --mount=type=secret,id=secret ENV SECRET=`/run/secrets/secret
</code></pre>

<p>Both doesn't work. Or is setting secrets on environment variables on dockerfile bad? Since running <code>docker history</code> to the env var being set in plain text. If that's the case, what's the best way to set the env var as secured as possible?</p>
","docker,dockerfile",56865849,0,3
71,Error Crawling Data Twitter With R Programming,"<p>How do I fix an error like this:</p>

<pre><code>library(twitteR)
library(ROAuth)
customer_key&lt;-""-aaaaaa""
customer_secret&lt;-""aaaaaaaa""
access_token&lt;-""212123213-aaaaa""
access_secret&lt;-""ccccccccccccc""
setup_twitter_oauth(customer_key,customer_secret,access_token,access_secret)
Tweets = searchTwitter(""anxiety"", n=100, lang = ""en"")
</code></pre>

<blockquote>
  <p>Error: invalid assignment for reference class field ‘language’, should be from class “character” or a subclass (was class “NULL”)</p>
</blockquote>

<p>I User RStudio for run this source code, this is my first time using the twitter API. before I saw the tutorial and they succeeded, after I tried it and there was an error like that. thankyou</p>
","r,twitter,twitter-oauth",56879351,0,3
